x,y,z
-22.197729,110.900009,-5.655582
1.782197,77.500004,-5.655425
-18.876837,110.800004,-5.654974
72.780901,116.800010,-5.653781
-25.512159,124.100006,-5.652840
-0.450027,104.900002,-5.652832
-56.830567,100.300002,-5.652433
-16.427012,116.900003,-5.652186
-36.647773,124.400008,-5.652102
-20.771752,105.200005,-5.651417
-43.374544,105.700004,-5.650266
0.116601,99.800003,-5.650235
-43.659925,105.700004,-5.650165
-43.945381,105.700004,-5.650074
-26.692608,110.900009,-5.649055
-0.142024,91.000003,-5.648394
-0.638697,91.000003,-5.648371
-0.564245,80.400002,-5.648112
-27.237073,117.100000,-5.648073
-16.095681,116.800010,-5.647694
-27.553216,117.100000,-5.647632
-57.655680,105.400002,-5.647611
-43.783170,117.500007,-5.647399
-55.077195,105.500007,-5.647179
-20.183086,105.100000,-5.646878
-54.994667,111.200011,-5.646345
-56.492639,100.200009,-5.645891
-29.133159,117.100000,-5.645422
-43.048474,105.599999,-5.645033
-44.189072,105.599999,-5.644650
-46.139199,100.500000,-5.644498
-52.867490,111.200011,-5.644356
